,0,1,2,3
188,"{'f': 'bitcore-payment-protocol', 'v': 'bitcore-payment-protocol-MonetaryUnit'}",MonetaryUnit,4.225352112676056,1466
189,"{'f': 'insight-api', 'v': 'insight-api-MonetaryUnit'}",MonetaryUnit,9.507042253521126,2524
190,"{'f': 'docs', 'v': 'docs-MonetaryUnit'}",MonetaryUnit,5.28169014084507,16280
191,"{'f': 'angular-bitcore-wallet-client', 'v': 'angular-bitcore-wallet-client-MonetaryUnit'}",MonetaryUnit,1.056338028169014,13036
192,"{'f': 'electrum', 'v': 'electrum-MonetaryUnit'}",MonetaryUnit,7.746478873239436,12466
193,"{'f': 'bitcore-wallet-client', 'v': 'bitcore-wallet-client-MonetaryUnit'}",MonetaryUnit,3.169014084507042,9800
194,"{'f': 'monetaryunit-seeder', 'v': 'monetaryunit-seeder-MonetaryUnit'}",MonetaryUnit,3.5211267605633805,262
195,"{'f': 'electrum-server', 'v': 'electrum-server-MonetaryUnit'}",MonetaryUnit,8.450704225352112,1124
196,"{'f': 'copay', 'v': 'copay-MonetaryUnit'}",MonetaryUnit,9.507042253521126,93209
197,"{'f': 'MonetaryUnit-Azure', 'v': 'MonetaryUnit-Azure-MonetaryUnit'}",MonetaryUnit,0.35211267605633806,58
198,"{'f': 'monetaryunit-wallet', 'v': 'monetaryunit-wallet-MonetaryUnit'}",MonetaryUnit,0.35211267605633806,52559
199,"{'f': 'bitcore-wallet-service', 'v': 'bitcore-wallet-service-MonetaryUnit'}",MonetaryUnit,5.28169014084507,1365
200,"{'f': 'MUE-Src', 'v': 'MUE-Src-MonetaryUnit'}",MonetaryUnit,8.80281690140845,33150
201,"{'f': 'bitcore', 'v': 'bitcore-MonetaryUnit'}",MonetaryUnit,9.507042253521126,13762
202,"{'f': 'dust-cleaner', 'v': 'dust-cleaner-MonetaryUnit'}",MonetaryUnit,0.35211267605633806,136
203,"{'f': 'monetaryunitj', 'v': 'monetaryunitj-MonetaryUnit'}",MonetaryUnit,6.690140845070422,20029
204,"{'f': 'bitcore-build', 'v': 'bitcore-build-MonetaryUnit'}",MonetaryUnit,1.056338028169014,104
205,"{'f': 'sgminer', 'v': 'sgminer-MonetaryUnit'}",MonetaryUnit,5.985915492957746,13114
206,"{'f': 'bitcore-wallet-utils', 'v': 'bitcore-wallet-utils-MonetaryUnit'}",MonetaryUnit,2.8169014084507045,623
207,"{'f': 'Monax', 'v': 'Monax'}",BlockchainProjects,0,2227004
208,"{'f': 'legacy-contracts.js', 'v': 'legacy-contracts.js-Monax'}",Monax,4.225352112676056,808
209,"{'f': 'monax-vagrant', 'v': 'monax-vagrant-Monax'}",Monax,2.112676056338028,43
210,"{'f': 'tendermint', 'v': 'tendermint-Monax'}",Monax,18.30985915492958,17044
211,"{'f': 'bosmarmot', 'v': 'bosmarmot-Monax'}",Monax,2.112676056338028,41209
212,"{'f': 'sqlsol', 'v': 'sqlsol-Monax'}",Monax,1.4084507042253522,65
213,"{'f': 'legacy-db.js', 'v': 'legacy-db.js-Monax'}",Monax,4.929577464788732,1834
214,"{'f': 'monax', 'v': 'monax-Monax'}",Monax,11.267605633802818,22215
215,"{'f': 'solidity', 'v': 'solidity-Monax'}",Monax,16.19718309859155,18555
216,"{'f': 'merkleeyes', 'v': 'merkleeyes-Monax'}",Monax,4.225352112676056,425
217,"{'f': 'keys.js', 'v': 'keys.js-Monax'}",Monax,2.8169014084507045,89
218,"{'f': 'hoard-js', 'v': 'hoard-js-Monax'}",Monax,0.7042253521126761,18
219,"{'f': 'relic', 'v': 'relic-Monax'}",Monax,0.7042253521126761,22
220,"{'f': 'keys', 'v': 'keys-Monax'}",Monax,6.338028169014084,1495
221,"{'f': 'hoard', 'v': 'hoard-Monax'}",Monax,3.5211267605633805,18110
222,"{'f': 'iavl', 'v': 'iavl-Monax'}",Monax,7.042253521126761,604
223,"{'f': 'compilers', 'v': 'compilers-Monax'}",Monax,5.633802816901409,10467
224,"{'f': 'burrow', 'v': 'burrow-Monax'}",Monax,8.450704225352112,32345
225,"{'f': 'Mincoin', 'v': 'Mincoin'}",BlockchainProjects,0,762122
226,"{'f': 'graphics', 'v': 'graphics-Mincoin'}",Mincoin,3.7037037037037033,2088
227,"{'f': 'mincoin-whitepaper', 'v': 'mincoin-whitepaper-Mincoin'}",Mincoin,3.7037037037037033,1274
228,"{'f': 'mincoin', 'v': 'mincoin-Mincoin'}",Mincoin,92.5925925925926,25292
229,"{'f': 'Megacoin', 'v': 'Megacoin'}",BlockchainProjects,0,557970
230,"{'f': 'MazaCoin', 'v': 'MazaCoin'}",BlockchainProjects,0,7478028
231,"{'f': 'gitian.sigs', 'v': 'gitian.sigs-MazaCoin'}",MazaCoin,0.5319148936170213,61
232,"{'f': 'mazacoin.org', 'v': 'mazacoin.org-MazaCoin'}",MazaCoin,1.0638297872340425,4655
233,"{'f': 'maza', 'v': 'maza-MazaCoin'}",MazaCoin,12.76595744680851,71817
234,"{'f': 'portage-overlay', 'v': 'portage-overlay-MazaCoin'}",MazaCoin,0.5319148936170213,55
235,"{'f': 'p2pool', 'v': 'p2pool-MazaCoin'}",MazaCoin,11.170212765957446,3272
236,"{'f': 'mazacoinpaperwallet', 'v': 'mazacoinpaperwallet-MazaCoin'}",MazaCoin,2.127659574468085,37292
237,"{'f': 'mazacoinj-new', 'v': 'mazacoinj-new-MazaCoin'}",MazaCoin,14.361702127659576,16005
238,"{'f': 'graphics', 'v': 'graphics-MazaCoin'}",MazaCoin,0.5319148936170213,1289
239,"{'f': 'MazaCoin', 'v': 'MazaCoin-MazaCoin'}",MazaCoin,1.0638297872340425,20994
240,"{'f': 'mazacoin-qt', 'v': 'mazacoin-qt-MazaCoin'}",MazaCoin,12.76595744680851,66701
241,"{'f': 'mazacoin-seeder', 'v': 'mazacoin-seeder-MazaCoin'}",MazaCoin,3.1914893617021276,149
242,"{'f': 'maza_ios', 'v': 'maza_ios-MazaCoin'}",MazaCoin,0.0,1831
243,"{'f': 'mazacoin-new', 'v': 'mazacoin-new-MazaCoin'}",MazaCoin,12.76595744680851,40843
244,"{'f': 'mazacoin-android', 'v': 'mazacoin-android-MazaCoin'}",MazaCoin,11.702127659574469,32970
245,"{'f': 'mazacore', 'v': 'mazacore-MazaCoin'}",MazaCoin,15.425531914893616,7932
246,"{'f': 'Komodo', 'v': 'Komodo'}",BlockchainProjects,0,14558647
